,car,street,side,entry_pos,entry_time,num_cars_current_street,exit_time,num_cars_next_street,next_road,next_road_light
6406,3a2,tom mb,right,126,2020-11-22 15:40:06.484687,145,2020-11-22 15:40:16.428692,,,
6407,4gh,uni way,left,367,2020-11-22 15:39:42.580084,398,2020-11-22 15:40:16.629764,,,
6408,2wg,uni way,left,368,2020-11-22 15:39:43.299085,398,2020-11-22 15:40:16.629764,399.0,uni way,
6409,cug,uni way,left,363,2020-11-22 15:39:43.456087,399,2020-11-22 15:40:16.629764,,,
6410,ycg,uni way,left,364,2020-11-22 15:39:43.456087,399,2020-11-22 15:40:16.629764,,,
6411,a7m,uni way,left,365,2020-11-22 15:39:43.456087,399,2020-11-22 15:40:16.629764,,,
6412,wkp,uni way,left,366,2020-11-22 15:39:43.456087,399,2020-11-22 15:40:16.629764,400.0,uni way,
6413,rr0,tom mb,right,127,2020-11-22 15:40:06.580342,140,2020-11-22 15:40:16.630694,,,
6414,2th,tom mb,right,122,2020-11-22 15:40:06.744205,140,2020-11-22 15:40:16.630694,55.0,uni way,
6415,v2q,tom mb,right,123,2020-11-22 15:40:06.898114,140,2020-11-22 15:40:16.630694,,,
6416,tbm,tom mb,right,118,2020-11-22 15:40:07.009455,140,2020-11-22 15:40:16.630694,56.0,uni way,
6417,skb,tom mb,right,113,2020-11-22 15:40:07.197287,140,2020-11-22 15:40:16.630694,,,
6418,fl3,tom mb,right,114,2020-11-22 15:40:07.274494,140,2020-11-22 15:40:16.630694,57.0,uni way,
6419,eb5,ronald,left,49,2020-11-22 15:40:11.909296,54,2020-11-22 15:40:16.630694,401.0,uni way,
6420,axc,ronald,left,50,2020-11-22 15:40:11.975297,54,2020-11-22 15:40:16.630694,,,
6421,us3,ronald,left,51,2020-11-22 15:40:11.975297,54,2020-11-22 15:40:16.630694,,,
6422,edn,ronald,left,52,2020-11-22 15:40:11.975297,54,2020-11-22 15:40:16.630694,,,
6423,88x,ronald,left,53,2020-11-22 15:40:11.975297,54,2020-11-22 15:40:16.630694,402.0,uni way,
6424,zpv,ronald,left,54,2020-11-22 15:40:12.005298,54,2020-11-22 15:40:16.630694,,,
6425,808,uni way,left,367,2020-11-22 15:39:43.457087,400,2020-11-22 15:40:16.837693,401.0,uni way,
6426,3eh,uni way,left,368,2020-11-22 15:39:43.457087,401,2020-11-22 15:40:16.837693,,,
6427,tx2,uni way,left,369,2020-11-22 15:39:43.457087,401,2020-11-22 15:40:16.837693,402.0,uni way,
6428,rxl,uni way,left,364,2020-11-22 15:39:43.676086,402,2020-11-22 15:40:16.837693,,,
6429,hea,uni way,left,365,2020-11-22 15:39:43.676086,402,2020-11-22 15:40:16.837693,403.0,uni way,
6430,80n,uni way,left,366,2020-11-22 15:39:43.676086,403,2020-11-22 15:40:16.837693,404.0,uni way,
6431,59p,tom mb,right,109,2020-11-22 15:40:07.402267,134,2020-11-22 15:40:16.837693,60.0,uni way,
6432,ma5,tom mb,right,104,2020-11-22 15:40:07.670399,134,2020-11-22 15:40:16.837693,61.0,uni way,
6433,9py,tom mb,right,105,2020-11-22 15:40:07.762490,134,2020-11-22 15:40:16.837693,,,
6434,w8t,tom mb,right,106,2020-11-22 15:40:07.778496,134,2020-11-22 15:40:16.837693,62.0,uni way,
6435,zfj,tom mb,right,107,2020-11-22 15:40:07.793445,134,2020-11-22 15:40:16.837693,,,
6436,0z5,tom mb,right,96,2020-11-22 15:40:08.247158,134,2020-11-22 15:40:16.837693,63.0,uni way,
6437,h94,ronald,left,55,2020-11-22 15:40:12.037297,49,2020-11-22 15:40:16.838695,405.0,uni way,
6438,p4m,ronald,left,56,2020-11-22 15:40:12.133297,49,2020-11-22 15:40:16.838695,,,
6439,d28,ronald,left,57,2020-11-22 15:40:12.181297,49,2020-11-22 15:40:16.838695,,,
6440,r7x,ronald,left,58,2020-11-22 15:40:12.182303,49,2020-11-22 15:40:16.838695,406.0,uni way,
6441,a2w,ronald,left,59,2020-11-22 15:40:12.245298,49,2020-11-22 15:40:16.838695,,,
6442,f9h,ronald,left,60,2020-11-22 15:40:12.277299,49,2020-11-22 15:40:16.838695,,,
6443,7ml,uni way,left,367,2020-11-22 15:39:43.676086,402,2020-11-22 15:40:17.043832,403.0,uni way,
6444,t8c,uni way,left,368,2020-11-22 15:39:43.677086,403,2020-11-22 15:40:17.043832,,,
6445,f5g,uni way,left,369,2020-11-22 15:39:43.677086,403,2020-11-22 15:40:17.043832,404.0,uni way,
6446,kl0,uni way,left,370,2020-11-22 15:39:43.677086,404,2020-11-22 15:40:17.043832,405.0,uni way,
6447,f9r,uni way,left,371,2020-11-22 15:39:43.677086,405,2020-11-22 15:40:17.043832,,,
6448,zuf,uni way,left,366,2020-11-22 15:39:43.888090,405,2020-11-22 15:40:17.043832,,,
6449,rnu,tom mb,right,97,2020-11-22 15:40:08.340577,130,2020-11-22 15:40:17.044833,,,
6450,g7t,tom mb,right,98,2020-11-22 15:40:08.404441,130,2020-11-22 15:40:17.044833,,,
6451,2sp,tom mb,right,99,2020-11-22 15:40:08.404441,130,2020-11-22 15:40:17.044833,64.0,uni way,
6452,ke9,tom mb,right,100,2020-11-22 15:40:08.527191,130,2020-11-22 15:40:17.044833,,,
6453,pjx,tom mb,right,101,2020-11-22 15:40:08.607445,130,2020-11-22 15:40:17.044833,65.0,uni way,
6454,dnc,tom mb,right,102,2020-11-22 15:40:08.607445,130,2020-11-22 15:40:17.044833,66.0,uni way,
6455,uv4,ronald,left,61,2020-11-22 15:40:12.293301,46,2020-11-22 15:40:17.044833,406.0,uni way,
6456,sq0,ronald,left,62,2020-11-22 15:40:12.516851,46,2020-11-22 15:40:17.044833,407.0,uni way,
6457,kc7,ronald,left,63,2020-11-22 15:40:12.548828,46,2020-11-22 15:40:17.044833,408.0,uni way,
6458,05w,ronald,left,52,2020-11-22 15:40:12.913600,46,2020-11-22 15:40:17.044833,409.0,uni way,
6459,k5p,ronald,left,47,2020-11-22 15:40:13.192733,46,2020-11-22 15:40:17.044833,,,
6460,hg9,ronald,left,42,2020-11-22 15:40:13.255727,46,2020-11-22 15:40:17.044833,,,
6461,z9k,uni way,left,367,2020-11-22 15:39:43.888090,405,2020-11-22 15:40:17.251138,,,
6462,njl,uni way,left,368,2020-11-22 15:39:43.888090,405,2020-11-22 15:40:17.251138,,,
6463,37w,uni way,left,369,2020-11-22 15:39:43.889090,405,2020-11-22 15:40:17.251138,406.0,uni way,
6464,rgm,uni way,left,370,2020-11-22 15:39:43.889090,406,2020-11-22 15:40:17.251138,407.0,uni way,
6465,kga,uni way,left,371,2020-11-22 15:39:43.967093,407,2020-11-22 15:40:17.251138,408.0,uni way,
6466,ahq,uni way,left,366,2020-11-22 15:39:44.096085,408,2020-11-22 15:40:17.251138,409.0,uni way,
6467,qbc,moi av,right,247,2020-11-22 15:39:54.617827,283,2020-11-22 15:40:17.252138,131.0,tom mb,
6468,yz8,moi av,right,248,2020-11-22 15:39:54.761880,283,2020-11-22 15:40:17.252138,132.0,tom mb,
6469,wzx,moi av,right,249,2020-11-22 15:39:54.762822,283,2020-11-22 15:40:17.252138,133.0,tom mb,
6470,uqm,moi av,right,250,2020-11-22 15:39:54.762822,283,2020-11-22 15:40:17.252138,134.0,tom mb,
6471,zx8,moi av,right,251,2020-11-22 15:39:54.762822,283,2020-11-22 15:40:17.252138,,,
6472,r55,moi av,right,252,2020-11-22 15:39:54.762822,283,2020-11-22 15:40:17.252138,135.0,tom mb,
6473,e2e,tom mb,right,103,2020-11-22 15:40:08.745848,129,2020-11-22 15:40:17.252138,,,
6474,tzc,tom mb,right,104,2020-11-22 15:40:08.824844,129,2020-11-22 15:40:17.252138,68.0,uni way,
6475,xuf,tom mb,right,105,2020-11-22 15:40:08.824844,129,2020-11-22 15:40:17.252138,,,
6476,l2m,tom mb,right,106,2020-11-22 15:40:08.824844,129,2020-11-22 15:40:17.252138,69.0,uni way,
6477,844,tom mb,right,107,2020-11-22 15:40:08.948575,129,2020-11-22 15:40:17.252138,70.0,uni way,
6478,9cg,tom mb,right,108,2020-11-22 15:40:09.028579,129,2020-11-22 15:40:17.252138,71.0,uni way,
6479,p3p,ronald,left,43,2020-11-22 15:40:13.297726,41,2020-11-22 15:40:17.252138,410.0,uni way,
6480,q4d,ronald,left,44,2020-11-22 15:40:13.313727,41,2020-11-22 15:40:17.253139,411.0,uni way,
6481,4q7,ronald,left,45,2020-11-22 15:40:13.441861,41,2020-11-22 15:40:17.253139,412.0,uni way,
6482,ez7,ronald,left,40,2020-11-22 15:40:13.617866,41,2020-11-22 15:40:17.253139,413.0,uni way,
6483,5mx,ronald,left,35,2020-11-22 15:40:13.745863,41,2020-11-22 15:40:17.253139,,,
6484,888,ronald,left,36,2020-11-22 15:40:13.857865,41,2020-11-22 15:40:17.253139,,,
6485,3yd,moi av,right,247,2020-11-22 15:39:55.010392,280,2020-11-22 15:40:17.469268,,,
6486,f9h,moi av,right,248,2020-11-22 15:39:55.010392,280,2020-11-22 15:40:17.469268,132.0,tom mb,
6487,jnx,moi av,right,249,2020-11-22 15:39:55.010392,280,2020-11-22 15:40:17.469268,,,
6488,wff,moi av,right,250,2020-11-22 15:39:55.032396,280,2020-11-22 15:40:17.469268,133.0,tom mb,
6489,jsn,moi av,right,251,2020-11-22 15:39:55.227396,280,2020-11-22 15:40:17.469268,,,
6490,wme,moi av,right,252,2020-11-22 15:39:55.227396,280,2020-11-22 15:40:17.469268,,,
6491,ekc,tom mb,right,109,2020-11-22 15:40:09.028579,127,2020-11-22 15:40:17.469268,73.0,uni way,
6492,v0g,tom mb,right,110,2020-11-22 15:40:09.028579,127,2020-11-22 15:40:17.469268,,,
6493,8vx,tom mb,right,111,2020-11-22 15:40:09.028579,127,2020-11-22 15:40:17.469268,74.0,uni way,
6494,40z,tom mb,right,112,2020-11-22 15:40:09.028579,127,2020-11-22 15:40:17.469268,,,
6495,sdr,tom mb,right,113,2020-11-22 15:40:09.059575,127,2020-11-22 15:40:17.469268,,,
6496,cbu,tom mb,right,114,2020-11-22 15:40:09.091576,127,2020-11-22 15:40:17.469268,75.0,uni way,
6497,zab,ronald,left,31,2020-11-22 15:40:14.049871,36,2020-11-22 15:40:17.469268,415.0,uni way,
6498,fep,ronald,left,32,2020-11-22 15:40:14.065921,36,2020-11-22 15:40:17.469268,,,
6499,pns,ronald,left,27,2020-11-22 15:40:14.290807,36,2020-11-22 15:40:17.469268,,,
6500,8l9,ronald,left,28,2020-11-22 15:40:14.305837,36,2020-11-22 15:40:17.469268,416.0,uni way,
6501,f0j,ronald,left,29,2020-11-22 15:40:14.337814,36,2020-11-22 15:40:17.469268,,,
6502,nz5,ronald,left,30,2020-11-22 15:40:14.783547,36,2020-11-22 15:40:17.469268,,,
6503,xw2,moi av,right,253,2020-11-22 15:39:56.181392,276,2020-11-22 15:40:17.671670,,,
6504,gyd,moi av,right,254,2020-11-22 15:39:56.769927,276,2020-11-22 15:40:17.671670,130.0,tom mb,
6505,n9l,moi av,right,255,2020-11-22 15:39:57.055982,276,2020-11-22 15:40:17.671670,131.0,tom mb,
6506,uxm,moi av,right,226,2020-11-22 15:39:57.916915,276,2020-11-22 15:40:17.671670,,,
6507,bam,moi av,right,227,2020-11-22 15:39:58.106471,276,2020-11-22 15:40:17.671670,,,
6508,pap,moi av,right,228,2020-11-22 15:39:58.123471,276,2020-11-22 15:40:17.671670,132.0,tom mb,
6509,bzt,ronald,left,31,2020-11-22 15:40:14.925790,31,2020-11-22 15:40:17.671670,419.0,uni way,
6510,enj,ronald,left,32,2020-11-22 15:40:15.145179,31,2020-11-22 15:40:17.671670,420.0,uni way,
6511,44n,ronald,left,33,2020-11-22 15:40:15.175270,31,2020-11-22 15:40:17.671670,421.0,uni way,
6512,5k0,ronald,left,34,2020-11-22 15:40:15.190573,31,2020-11-22 15:40:17.672667,422.0,uni way,
6513,pqf,ronald,left,35,2020-11-22 15:40:15.268433,31,2020-11-22 15:40:17.672667,423.0,uni way,
6514,tks,ronald,left,36,2020-11-22 15:40:15.347596,31,2020-11-22 15:40:17.672667,424.0,uni way,
6515,r77,uni way,right,49,2020-11-22 15:40:12.389373,70,2020-11-22 15:40:17.876231,,,
6516,dyw,uni way,right,50,2020-11-22 15:40:12.390342,70,2020-11-22 15:40:17.876231,278.0,moi av,
6517,m5j,uni way,right,51,2020-11-22 15:40:12.390342,70,2020-11-22 15:40:17.876231,,,
6518,wgv,uni way,right,52,2020-11-22 15:40:12.596714,70,2020-11-22 15:40:17.876231,279.0,moi av,
6519,0wy,uni way,right,53,2020-11-22 15:40:12.596714,70,2020-11-22 15:40:17.876231,280.0,moi av,
6520,9fj,uni way,right,54,2020-11-22 15:40:12.596714,70,2020-11-22 15:40:17.876231,281.0,moi av,
6521,xt0,moi av,right,229,2020-11-22 15:39:58.123471,275,2020-11-22 15:40:17.876231,,,
6522,ax9,moi av,right,230,2020-11-22 15:39:58.123471,275,2020-11-22 15:40:17.876231,,,
6523,mtn,moi av,right,231,2020-11-22 15:39:58.123471,275,2020-11-22 15:40:17.876231,135.0,tom mb,
6524,kk9,moi av,right,226,2020-11-22 15:39:58.329469,275,2020-11-22 15:40:17.876231,136.0,tom mb,
6525,fpy,moi av,right,227,2020-11-22 15:39:58.330471,275,2020-11-22 15:40:17.876231,,,
6526,gza,moi av,right,228,2020-11-22 15:39:58.745470,275,2020-11-22 15:40:17.876231,,,
6527,gjs,tom mb,left,67,2020-11-22 15:40:09.885893,101,2020-11-22 15:40:17.876231,,,
6528,j70,tom mb,left,68,2020-11-22 15:40:09.885893,101,2020-11-22 15:40:17.876231,,,
6529,xlg,tom mb,left,63,2020-11-22 15:40:10.111298,101,2020-11-22 15:40:17.876231,102.0,tom mb,
6530,eys,tom mb,left,64,2020-11-22 15:40:10.111298,102,2020-11-22 15:40:17.876231,,,
6531,y9a,tom mb,left,65,2020-11-22 15:40:10.111298,102,2020-11-22 15:40:17.876231,103.0,tom mb,
6532,nye,tom mb,left,66,2020-11-22 15:40:10.138296,103,2020-11-22 15:40:17.876231,,,
6533,kkd,ronald,left,37,2020-11-22 15:40:15.347596,29,2020-11-22 15:40:17.876231,,,
6534,u2a,ronald,left,38,2020-11-22 15:40:15.347596,29,2020-11-22 15:40:17.876231,425.0,uni way,
6535,2d7,ronald,left,39,2020-11-22 15:40:15.348596,29,2020-11-22 15:40:17.877233,426.0,uni way,
6536,pd4,ronald,left,40,2020-11-22 15:40:15.348596,29,2020-11-22 15:40:17.877233,427.0,uni way,
6537,h9g,ronald,left,41,2020-11-22 15:40:15.360952,29,2020-11-22 15:40:17.877233,,,
6538,qst,ronald,left,42,2020-11-22 15:40:15.376370,29,2020-11-22 15:40:17.877233,428.0,uni way,
6539,rb4,uni way,right,55,2020-11-22 15:40:12.643778,65,2020-11-22 15:40:18.083413,,,
6540,s90,uni way,right,56,2020-11-22 15:40:12.691785,65,2020-11-22 15:40:18.083413,279.0,moi av,
6541,t8m,uni way,right,57,2020-11-22 15:40:13.244726,65,2020-11-22 15:40:18.083413,,,
6542,jkz,uni way,right,58,2020-11-22 15:40:13.329727,65,2020-11-22 15:40:18.083413,280.0,moi av,
6543,j2j,uni way,right,59,2020-11-22 15:40:13.409801,65,2020-11-22 15:40:18.083413,281.0,moi av,
6544,ae0,uni way,right,60,2020-11-22 15:40:13.425795,65,2020-11-22 15:40:18.083413,282.0,moi av,
6545,4pv,moi av,right,229,2020-11-22 15:39:58.745470,276,2020-11-22 15:40:18.083413,141.0,tom mb,
6546,9ta,moi av,right,230,2020-11-22 15:39:58.745470,276,2020-11-22 15:40:18.083413,142.0,tom mb,
6547,lch,moi av,right,231,2020-11-22 15:39:58.952741,276,2020-11-22 15:40:18.083413,143.0,tom mb,
6548,pqd,moi av,right,232,2020-11-22 15:39:58.952741,276,2020-11-22 15:40:18.083413,144.0,tom mb,
6549,9y4,moi av,right,233,2020-11-22 15:39:58.952741,276,2020-11-22 15:40:18.083413,,,
6550,m9x,moi av,right,234,2020-11-22 15:39:58.952741,276,2020-11-22 15:40:18.083413,145.0,tom mb,
6551,x45,tom mb,left,61,2020-11-22 15:40:10.315297,99,2020-11-22 15:40:18.083413,,,
6552,um8,tom mb,left,62,2020-11-22 15:40:10.315297,99,2020-11-22 15:40:18.083413,,,
6553,dva,tom mb,left,63,2020-11-22 15:40:10.315297,99,2020-11-22 15:40:18.083413,100.0,tom mb,
6554,ekw,tom mb,left,64,2020-11-22 15:40:10.315297,100,2020-11-22 15:40:18.083413,101.0,tom mb,
6555,cxp,tom mb,left,65,2020-11-22 15:40:10.315297,101,2020-11-22 15:40:18.083413,,,
6556,spj,tom mb,left,66,2020-11-22 15:40:10.377300,101,2020-11-22 15:40:18.083413,,,
6557,den,uni way,right,61,2020-11-22 15:40:13.505865,60,2020-11-22 15:40:18.286114,277.0,moi av,
6558,0j7,uni way,right,62,2020-11-22 15:40:13.668809,60,2020-11-22 15:40:18.286114,,,
6559,7v9,uni way,right,63,2020-11-22 15:40:13.697866,60,2020-11-22 15:40:18.286114,,,
6560,dqj,uni way,right,64,2020-11-22 15:40:13.793862,60,2020-11-22 15:40:18.286114,278.0,moi av,
6561,0m9,uni way,right,65,2020-11-22 15:40:13.889861,60,2020-11-22 15:40:18.286114,279.0,moi av,
6562,p0c,uni way,right,66,2020-11-22 15:40:13.953862,60,2020-11-22 15:40:18.286114,280.0,moi av,
6563,u5r,moi av,right,235,2020-11-22 15:39:58.967738,274,2020-11-22 15:40:18.287113,,,
6564,jlb,moi av,right,236,2020-11-22 15:39:59.159714,274,2020-11-22 15:40:18.287113,,,
6565,vc0,moi av,right,237,2020-11-22 15:39:59.159714,274,2020-11-22 15:40:18.287113,150.0,tom mb,
6566,b8g,moi av,right,238,2020-11-22 15:39:59.159714,274,2020-11-22 15:40:18.287113,151.0,tom mb,
6567,kqr,moi av,right,239,2020-11-22 15:39:59.159714,274,2020-11-22 15:40:18.287113,152.0,tom mb,
6568,uc7,moi av,right,240,2020-11-22 15:39:59.159714,274,2020-11-22 15:40:18.287113,153.0,tom mb,
6569,0q7,tom mb,left,67,2020-11-22 15:40:10.393297,96,2020-11-22 15:40:18.287113,,,
6570,wsl,tom mb,left,62,2020-11-22 15:40:10.521299,96,2020-11-22 15:40:18.287113,,,
6571,40q,tom mb,left,63,2020-11-22 15:40:10.521299,96,2020-11-22 15:40:18.287113,,,
6572,u70,tom mb,left,64,2020-11-22 15:40:10.521299,96,2020-11-22 15:40:18.287113,,,
6573,dle,tom mb,left,65,2020-11-22 15:40:10.521299,96,2020-11-22 15:40:18.287113,97.0,tom mb,
6574,ffl,tom mb,left,66,2020-11-22 15:40:10.521299,97,2020-11-22 15:40:18.287113,,,
6575,evj,uni way,right,67,2020-11-22 15:40:13.985886,54,2020-11-22 15:40:18.489690,277.0,moi av,
6576,d0m,uni way,right,62,2020-11-22 15:40:14.097885,54,2020-11-22 15:40:18.489690,,,
6577,kj2,uni way,right,57,2020-11-22 15:40:14.321811,54,2020-11-22 15:40:18.489690,,,
6578,89h,uni way,right,58,2020-11-22 15:40:14.417445,54,2020-11-22 15:40:18.489690,,,
6579,bes,uni way,right,59,2020-11-22 15:40:14.449391,54,2020-11-22 15:40:18.489690,,,
6580,wv9,uni way,right,60,2020-11-22 15:40:14.465108,54,2020-11-22 15:40:18.489690,,,
6581,u7f,moi av,right,241,2020-11-22 15:39:59.993143,271,2020-11-22 15:40:18.489690,155.0,tom mb,
6582,7jc,moi av,right,236,2020-11-22 15:40:00.465672,271,2020-11-22 15:40:18.489690,156.0,tom mb,
6583,m7f,moi av,right,213,2020-11-22 15:40:01.280596,271,2020-11-22 15:40:18.489690,157.0,tom mb,
6584,9zh,moi av,right,214,2020-11-22 15:40:01.280596,271,2020-11-22 15:40:18.489690,158.0,tom mb,
6585,00t,moi av,right,215,2020-11-22 15:40:01.487591,271,2020-11-22 15:40:18.489690,159.0,tom mb,
6586,mcg,moi av,right,216,2020-11-22 15:40:01.487591,271,2020-11-22 15:40:18.490699,,,
6587,97u,tom mb,left,67,2020-11-22 15:40:10.696297,94,2020-11-22 15:40:18.490699,,,
6588,ybv,tom mb,left,62,2020-11-22 15:40:10.729299,94,2020-11-22 15:40:18.490699,,,
6589,4kq,tom mb,left,63,2020-11-22 15:40:10.729299,94,2020-11-22 15:40:18.490699,95.0,tom mb,
6590,dcf,tom mb,left,64,2020-11-22 15:40:10.729299,95,2020-11-22 15:40:18.490699,,,
6591,yju,tom mb,left,65,2020-11-22 15:40:10.729299,95,2020-11-22 15:40:18.490699,96.0,tom mb,
6592,nz2,tom mb,left,66,2020-11-22 15:40:10.729299,96,2020-11-22 15:40:18.490699,,,
6593,3nf,uni way,right,61,2020-11-22 15:40:14.480443,49,2020-11-22 15:40:18.728729,,,
6594,7c0,uni way,right,56,2020-11-22 15:40:14.559435,49,2020-11-22 15:40:18.728729,274.0,moi av,
6595,gb9,uni way,right,57,2020-11-22 15:40:14.671434,49,2020-11-22 15:40:18.728729,,,
6596,shb,uni way,right,58,2020-11-22 15:40:14.703457,49,2020-11-22 15:40:18.728729,275.0,moi av,
6597,yfh,uni way,right,53,2020-11-22 15:40:14.799550,49,2020-11-22 15:40:18.728729,276.0,moi av,
6598,wy5,uni way,right,54,2020-11-22 15:40:14.863550,49,2020-11-22 15:40:18.728729,,,
6599,5mt,moi av,right,211,2020-11-22 15:40:01.694677,270,2020-11-22 15:40:18.728729,,,
6600,aq7,moi av,right,212,2020-11-22 15:40:01.694677,270,2020-11-22 15:40:18.728729,,,
6601,hav,moi av,right,207,2020-11-22 15:40:01.905947,270,2020-11-22 15:40:18.728729,,,
6602,geb,moi av,right,208,2020-11-22 15:40:01.905947,270,2020-11-22 15:40:18.728729,,,
6603,w4c,moi av,right,203,2020-11-22 15:40:02.025361,270,2020-11-22 15:40:18.728729,161.0,tom mb,
6604,ffh,moi av,right,204,2020-11-22 15:40:02.120766,270,2020-11-22 15:40:18.728729,162.0,tom mb,
6605,xvl,tom mb,left,67,2020-11-22 15:40:10.840369,92,2020-11-22 15:40:18.748751,93.0,tom mb,
6606,cvb,tom mb,left,68,2020-11-22 15:40:10.856295,93,2020-11-22 15:40:18.748751,94.0,tom mb,
6607,n4k,tom mb,left,69,2020-11-22 15:40:11.015299,94,2020-11-22 15:40:18.748751,95.0,tom mb,
6608,fbu,tom mb,left,70,2020-11-22 15:40:11.430304,95,2020-11-22 15:40:18.748751,96.0,tom mb,
6609,yuq,tom mb,left,71,2020-11-22 15:40:11.462302,96,2020-11-22 15:40:18.748751,97.0,tom mb,
6610,trs,tom mb,left,72,2020-11-22 15:40:11.526295,97,2020-11-22 15:40:18.748751,,,
6611,vm5,ronald,right,1,2020-11-22 15:40:16.277696,13,2020-11-22 15:40:18.748751,,,
6612,9ll,ronald,right,2,2020-11-22 15:40:16.293725,13,2020-11-22 15:40:18.748751,271.0,moi av,
6613,0a0,ronald,right,3,2020-11-22 15:40:16.359808,13,2020-11-22 15:40:18.748751,272.0,moi av,
6614,s7e,ronald,right,4,2020-11-22 15:40:16.373769,13,2020-11-22 15:40:18.748751,,,
6615,p2j,ronald,right,5,2020-11-22 15:40:16.425721,13,2020-11-22 15:40:18.748751,,,
6616,za0,ronald,right,6,2020-11-22 15:40:16.613777,13,2020-11-22 15:40:18.748751,273.0,moi av,
6617,lc0,uni way,right,55,2020-11-22 15:40:14.910716,43,2020-11-22 15:40:18.961323,,,
6618,zs7,uni way,right,50,2020-11-22 15:40:15.021170,43,2020-11-22 15:40:18.961323,278.0,moi av,
6619,f3u,uni way,right,45,2020-11-22 15:40:15.237552,43,2020-11-22 15:40:18.961323,279.0,moi av,
6620,38s,uni way,right,46,2020-11-22 15:40:15.299547,43,2020-11-22 15:40:18.961323,280.0,moi av,
6621,agb,uni way,right,47,2020-11-22 15:40:15.315521,43,2020-11-22 15:40:18.961323,281.0,moi av,
6622,wm2,uni way,right,42,2020-11-22 15:40:15.486277,43,2020-11-22 15:40:18.961323,,,
6623,5vn,moi av,left,1,2020-11-22 15:40:16.789693,21,2020-11-22 15:40:18.961323,33.0,ronald,
6624,8b5,moi av,left,2,2020-11-22 15:40:17.027833,21,2020-11-22 15:40:18.961323,34.0,ronald,
6625,chx,moi av,left,3,2020-11-22 15:40:17.043832,21,2020-11-22 15:40:18.961323,35.0,ronald,
6626,p2z,moi av,left,4,2020-11-22 15:40:17.139830,21,2020-11-22 15:40:18.961323,36.0,ronald,
6627,kmt,moi av,left,5,2020-11-22 15:40:17.155888,21,2020-11-22 15:40:18.961323,,,
6628,qnh,moi av,left,6,2020-11-22 15:40:17.281441,21,2020-11-22 15:40:18.961323,37.0,ronald,
6629,mlp,tom mb,left,73,2020-11-22 15:40:11.734365,92,2020-11-22 15:40:18.961323,93.0,tom mb,
6630,bec,tom mb,left,74,2020-11-22 15:40:11.766295,93,2020-11-22 15:40:18.961323,94.0,tom mb,
6631,yqa,tom mb,left,75,2020-11-22 15:40:11.957300,94,2020-11-22 15:40:18.961323,,,
6632,j50,tom mb,left,76,2020-11-22 15:40:12.101297,94,2020-11-22 15:40:18.962322,95.0,tom mb,
6633,7gc,tom mb,left,77,2020-11-22 15:40:12.117299,95,2020-11-22 15:40:18.962322,96.0,tom mb,
6634,gnn,tom mb,left,78,2020-11-22 15:40:12.309300,96,2020-11-22 15:40:18.962322,97.0,tom mb,
6635,w5v,ronald,right,7,2020-11-22 15:40:16.837693,7,2020-11-22 15:40:18.962322,,,
6636,xlq,ronald,right,8,2020-11-22 15:40:16.853765,7,2020-11-22 15:40:18.962322,,,
6637,7z5,ronald,right,9,2020-11-22 15:40:16.900888,7,2020-11-22 15:40:18.962322,,,
6638,c4b,ronald,right,10,2020-11-22 15:40:16.963834,7,2020-11-22 15:40:18.962322,282.0,moi av,
6639,jlm,ronald,right,11,2020-11-22 15:40:17.059830,7,2020-11-22 15:40:18.962322,,,
6640,wr7,ronald,right,12,2020-11-22 15:40:17.107831,7,2020-11-22 15:40:18.962322,,,
6641,dpx,uni way,right,37,2020-11-22 15:40:15.564451,38,2020-11-22 15:40:19.164641,286.0,moi av,
6642,gng,uni way,right,38,2020-11-22 15:40:15.564451,38,2020-11-22 15:40:19.164641,287.0,moi av,
6643,0p5,uni way,right,39,2020-11-22 15:40:15.594609,38,2020-11-22 15:40:19.164641,,,
6644,3br,uni way,right,40,2020-11-22 15:40:15.767690,38,2020-11-22 15:40:19.164641,,,
6645,3fn,uni way,right,41,2020-11-22 15:40:15.767690,38,2020-11-22 15:40:19.164641,,,
6646,blc,uni way,right,42,2020-11-22 15:40:15.796033,38,2020-11-22 15:40:19.164641,,,
6647,epm,moi av,left,7,2020-11-22 15:40:17.375502,18,2020-11-22 15:40:19.165644,42.0,ronald,
6648,lee,moi av,left,8,2020-11-22 15:40:17.391493,18,2020-11-22 15:40:19.165644,43.0,ronald,
6649,tfe,moi av,left,9,2020-11-22 15:40:17.498438,18,2020-11-22 15:40:19.165644,44.0,ronald,
6650,2l0,moi av,left,10,2020-11-22 15:40:17.562038,18,2020-11-22 15:40:19.165644,,,
6651,cka,moi av,left,11,2020-11-22 15:40:17.577680,18,2020-11-22 15:40:19.165644,45.0,ronald,
6652,u70,moi av,left,12,2020-11-22 15:40:17.624937,18,2020-11-22 15:40:19.165644,46.0,ronald,
6653,qpf,tom mb,left,79,2020-11-22 15:40:12.357477,91,2020-11-22 15:40:19.165644,,,
6654,m04,tom mb,left,80,2020-11-22 15:40:12.563980,91,2020-11-22 15:40:19.165644,92.0,tom mb,
6655,tvt,tom mb,left,81,2020-11-22 15:40:12.611738,92,2020-11-22 15:40:19.165644,93.0,tom mb,
6656,frc,tom mb,left,82,2020-11-22 15:40:12.707783,93,2020-11-22 15:40:19.165644,,,
